Brand,Category,Title,Text,Rating,Date,Source
ASOS,Fast Fashion,Used Items Resold as New,"I had my eye on a Ralph Lauren jumper for a while and couldn't find it anywhere else. It finally came back into stock during a sale, so I ordered it straight away. When it arrived, it was covered in pet hair, smelled strongly of aftershave, had no tags attached, had visible marks, and several pulled threads. It clearly did not appear to be in the condition I would expect for a new item. I spent over an hour speaking with customer services and explained that I would be happy to keep the jumper if a partial refund could be offered to reflect its condition, especially as it is now sold out and cannot be replaced. However, I was told the only option was to return it for inspection, and a refund would only be considered if it was deemed to have a manufacturing fault. The most frustrating part is that if I return it and it is simply put back into stock, another customer could end up receiving the same item. Very disappointing experience and not what I would expect when purchasing a premium brand item. -------------------- **UPDATE:** I returned the item, and when it came back into stock for £80 more, I bought it again. To my disbelief, I have been sent the exact same faulty item. ASOS had clearly brushed the item in an attempt to remove the original mark, but the stitching across the back was still missing. I was specifically told to return it as faulty, and I even included a note clearly highlighting the defect to make sure it was not sent to another customer—especially as someone could easily wear it before noticing the missing stitching and then find themselves unable to return it. After paying £80 more, waiting over a week for the order to be dispatched, and expecting a replacement, I have now received the exact same defective item back. Absolutely appalling.",1,2026-07-06 13:02:55+00:00,Trustpilot
Seasalt Cornwall,Ethical Fashion,Easy to order,Easy to order. Swift delivery and lovey dress that fits perfectly.  Husband of 51 years asked if he had seen dress before  and that I Iooked lovely in it!,5,2026-07-06 12:55:33+00:00,Trustpilot
Seasalt Cornwall,Ethical Fashion,I love being able to talk to someone at,I love being able to talk to someone at Customer Services My order was delivered on time,5,2026-07-06 11:52:21+00:00,Trustpilot
Seasalt Cornwall,Ethical Fashion,Very Happy Customer,My parcel arrived ahead of schedule. My belt fits like a glove (???) and seems of very good quality. Thank you,5,2026-07-06 11:43:31+00:00,Trustpilot
Boohoo,Fast Fashion,Awful,"Awful. Returned my whole order, reported it on Klarna. Boohoo only refunded me for 2 of the 4 items I returned, I complained and said I had returned all 4 items in the same parcel and then they came back to me to say ‘sorry for the confusion’ and still only refunded me for 1 item! Just don’t bother ordering as it will only cause you headaches. They delete all negative comments from their instagram posts as well",1,2026-07-06 11:39:06+00:00,Trustpilot
Seasalt Cornwall,Ethical Fashion,Always good quality from Seasalt,"Always good quality from Seasalt, I've never had anything shoddy, and the delivery time and packaging are always excellent too.",5,2026-07-06 11:19:21+00:00,Trustpilot
Seasalt Cornwall,Ethical Fashion,The tops are very nice and good value…,The tops are very nice and good value for money but why does one fit better than the other?,4,2026-07-06 10:59:27+00:00,Trustpilot
Seasalt Cornwall,Ethical Fashion,Unfortunately I had to return…,"Unfortunately I had to return something, but it was made easy.",5,2026-07-06 10:43:49+00:00,Trustpilot
Seasalt Cornwall,Ethical Fashion,Very good quality,"Very good quality, beautiful soft breathable fabrics, well made clothing. Plus excellent service.",5,2026-07-06 10:40:05+00:00,Trustpilot
Seasalt Cornwall,Ethical Fashion,Easy to use website,"Easy to use website, ordering and payment easy to navigate. Packaging excellent. Speedy delivery of order.",5,2026-07-06 10:36:45+00:00,Trustpilot
ASOS,Fast Fashion,Just awful to deal with,"Just awful to deal with. I’ve been waiting for a refund to gift voucher/my account and they still haven’t processed it 10 working days later, as per their refund policy. I’m literally owed money by this company and it’s impossible to actually talk to anyone about it (you can communicate ineffectively via an AI chat bot). In my personal experience I was put through to an actual person (Adnan) via chat bot who promptly cut me off and told me the issue has been passed to a specialist team, no opportunity was given to actually speak to someone. I cannot recommend this company due to the non existent telephone customer service, in addition to being owed money by ASOS",1,2026-07-06 10:25:14+00:00,Trustpilot
Seasalt Cornwall,Ethical Fashion,Good quality and fit,"Good quality and fits really well, came packaged with no plastic and in a timely fashion.",5,2026-07-06 10:13:31+00:00,Trustpilot
Seasalt Cornwall,Ethical Fashion,Good news Royal Mail NOT Evri,Very speedy delivery by Royal Mail and not Evri which was a bonus,5,2026-07-06 10:04:45+00:00,Trustpilot
Boohoo,Fast Fashion,Disgusting customer service experience,"Disgusting customer service experience. I selected next day delivery my parcel should have arrived on the 3rd of July. I raised a complaint with them using messenger. Staff were extremely condescending, expecting for me to go away and wait until the 12th of July. They also kept directing me to seel, when it's them as a merchant that are responsible for fulfilling the promise of 'next day delivery'. All in all an awful customer experience. I won't be shopping with them again.",1,2026-07-06 09:39:37+00:00,Trustpilot
Rapanui,Ethical Fashion,Terrible Customer Service,Order was never confirmed. Couldn’t get through to anyone in customer service to try to resolve the issue.,1,2026-07-06 09:23:45+00:00,Trustpilot
Seasalt Cornwall,Ethical Fashion,Disappointed in the quality,"Disappointed in the quality, skirt unlined and rather flimsy. Not your usual standard especially for the price",3,2026-07-06 09:21:52+00:00,Trustpilot
Seasalt Cornwall,Ethical Fashion,Swift delivery,Swift delivery Excellent quality,5,2026-07-06 09:01:40+00:00,Trustpilot
Seasalt Cornwall,Ethical Fashion,Trousers are good quality and fit well,Trousers are good quality and fit well.  Excellent returns service.,5,2026-07-06 08:40:37+00:00,Trustpilot
Seasalt Cornwall,Ethical Fashion,Prompt delivery of good quality clothes…,Prompt delivery of good quality clothes every time,5,2026-07-06 07:08:43+00:00,Trustpilot
ASOS,Fast Fashion,Great customer service,I had an issue with a refund from an external retailer and the customer service from ASOS was great. Only took 20 mns for my refund to be processed. Great job.,5,2026-07-05 23:59:19+00:00,Trustpilot
Seasalt Cornwall,Ethical Fashion,The website was very easy to navigate…,The website was very easy to navigate and I received a very quick delivery.,5,2026-07-05 23:51:40+00:00,Trustpilot
Seasalt Cornwall,Ethical Fashion,Prompt delivery,Prompt delivery. Excellent value,5,2026-07-05 23:40:41+00:00,Trustpilot
ASOS,Fast Fashion,If I could rate zero stars,"If I could rate zero stars, I would. I naively trusted the ASOS name and am absolutely shocked by the awful/non-existent customer service. They'll take your money in a heart beat, but don't expect a refund if nothing is delivered. You simply won't get your money back period. No products received, no money back to your account. Don't bother with chat. They simply end the chat and provide no avenue of escalation. Don't bother filling out their feedback surveys either. They go nowhere; I doubt anyone reads them. AVOID! I can't emphasise that enough.",1,2026-07-05 22:45:09+00:00,Trustpilot
Boohoo,Fast Fashion,Tegan helped me with my faulty item he…,Tegan helped me with my faulty item he was very helpful and convenient customer service.,5,2026-07-05 22:32:54+00:00,Trustpilot
Seasalt Cornwall,Ethical Fashion,Unfortunately the dress ordered didn't…,Unfortunately the dress ordered didn't fit but the service was excellent.,4,2026-07-05 22:30:57+00:00,Trustpilot
Seasalt Cornwall,Ethical Fashion,Efficient and simple ordering and…,Efficient and simple ordering and delivery.  Easy return  system and quick to refund. Quality clothing.,5,2026-07-05 22:30:27+00:00,Trustpilot
Seasalt Cornwall,Ethical Fashion,I purchased a lovely top,I purchased a lovely top. It feels like high quality material and fits well. It was delivered quickly as well. Love it!,5,2026-07-05 22:27:41+00:00,Trustpilot
Seasalt Cornwall,Ethical Fashion,Excellent Garment Measurements,"Love Seasalt Cornwall Larissa shirts. Noticed your sizing for a size 8 now is what a size 10 used to measure & I have not shrunk! Excellent silky feel organic cotton & just added 2 more to my collection of Larissa shirts so I think I have about 15 of them now! I also have various dresses, skirts, cropped trousers  & jumpers, so yes I love Seasalt clothing. I’ve even treated my husband to a few of your winter jumpers too!",5,2026-07-05 22:17:43+00:00,Trustpilot
Missguided,Fast Fashion,I am extremely disappointed with the…,"I am extremely disappointed with the customer service from Missguided. I returned two items over four weeks ago, and I still have not received my refund. I have followed the return instructions and have proof that the items were sent back, but despite waiting patiently, my refund has not been processed. It is unacceptable to keep customers waiting this long without resolving the issue or providing clear communication. I expected much better service. Until this is sorted out, I cannot recommend shopping with Missguided.",1,2026-07-05 22:06:11+00:00,Trustpilot
Seasalt Cornwall,Ethical Fashion,Clothes were nicely packaged and…,"Clothes were nicely packaged and exactly as experienced. However, I’d don’t know who delivered it but I was in all day and they didn’t knock or ring the bell, just left it on the doorstep.",4,2026-07-05 21:52:35+00:00,Trustpilot
Seasalt Cornwall,Ethical Fashion,Shopping with Sea Salt is a joy from…,"Shopping with Sea Salt is a joy from start to finish, from the stores or website it's so easy and straightforward.",5,2026-07-05 21:31:01+00:00,Trustpilot
Seasalt Cornwall,Ethical Fashion,Great cut,"Great cut, natural fibers, nice dress",5,2026-07-05 21:30:36+00:00,Trustpilot
Seasalt Cornwall,Ethical Fashion,Good designs,"Good designs, plenty of info. lovely photography.  Speedy delivery.",5,2026-07-05 21:23:57+00:00,Trustpilot
Seasalt Cornwall,Ethical Fashion,Perfect fit but material very thin,"Perfect fit but material very thin, almost see-through hence only 4 stars.",4,2026-07-05 21:01:29+00:00,Trustpilot
Seasalt Cornwall,Ethical Fashion,I really like Seasalt clothing,"I really like Seasalt clothing. Although I live abroad, I particularly like the floral dresses which remind me of Cornwall, where I was born.",5,2026-07-05 20:57:28+00:00,Trustpilot
Seasalt Cornwall,Ethical Fashion,Really fabulous clothes,"Really fabulous clothes , great quality and a speedy delivery",5,2026-07-05 20:42:05+00:00,Trustpilot
Seasalt Cornwall,Ethical Fashion,The product is very comfortable and…and elegant,The product is very comfortable and they keep you informed of delivery and we’re in transit,5,2026-07-05 20:20:23+00:00,Trustpilot
