Brand,Category,Title,Text,Rating,Date,Source,Clean_Text
Seasalt Cornwall,Ethical Fashion,I ordered some trousers which arrived…,I ordered some trousers which arrived on time. The colour seemed very different to the website,4,2026-07-06 21:19:41+00:00,Trustpilot,ordered trouser arrived time colour seemed different website
ASOS,Fast Fashion,If I could give zero i would,"If I could give zero i would - ordered two of the exact same dress both in a size 12 but different colours - they were 5 inches in bust width difference! One was perfect (as I am a 12) and the other i couldn't even get over my head - when i check the measurement for the dress on their website, one was a 12, the other a size 4! Contacted asos to asked for a postage discount as didnt feel fair i pay another postage (plus the return fee) and they ""did not deem this their fault as both dresses were labelled a 12""...like if it was labelled a cat would they dispute it wasnt a dress?? Also that ""sizing is a guide only""... Asos used to be a great company...",1,2026-07-06 20:59:14+00:00,Trustpilot,could give zero would ordered two exact dress size different colour inch bust width difference one perfect couldnt even get head check measurement dress website one size contacted asos asked postage discount didnt feel fair pay another postage plus return fee deem fault dress labelled like labelled cat would dispute wasnt dress also sizing guide asos used great company
ASOS,Fast Fashion,A trusted retailer. Happy to help when things arent right,I ordered an item which unfortunately wasnt suitable. This review is reflecting the excellent customer service I received to be able to return the item without any issues. It was quick and easy. I didnt have a printer to be able to print the returns label. No problem  they sent me a QR code to get it printed at the post office. Thankyou for a good returns experience.. I will purchase from asos again and recommend it as a trusted retailer,5,2026-07-06 20:51:52+00:00,Trustpilot,ordered item unfortunately wasnt suitable review reflecting excellent customer service received able return item without issue quick easy didnt printer able print return label problem sent qr code get printed post office thankyou good return experience purchase asos recommend trusted retailer
Seasalt Cornwall,Ethical Fashion,Lovely garments … delivered promptly to…,Lovely garments … delivered promptly to local store for easy collection!,5,2026-07-06 20:20:55+00:00,Trustpilot,lovely garment delivered promptly local store easy collection
Seasalt Cornwall,Ethical Fashion,"Delivery was on time ,order was fine","Delivery was on time ,order was fine",5,2026-07-06 19:44:37+00:00,Trustpilot,delivery time order fine
ASOS,Fast Fashion,Worst customer setvice experience ever,Worst customer service experience ever. They hired people who do not speak English which is okay because AI exists but these people still do not understand the problem. Asos sent me this email which is supposed to be in Dutch. I do not understand anything. Please fix this !!!,1,2026-07-06 19:32:42+00:00,Trustpilot,worst customer service experience ever hired people speak english okay ai exists people still understand problem asos sent email supposed dutch understand anything please fix
Seasalt Cornwall,Ethical Fashion,Ordering was easy and dress delivered…,Ordering was easy and dress delivered fairly quickly. Sadly the dress was unsuitable due to the very large arm holes! Before I even tried it on I knew it was unsuitable because it looked a peculiar shape. The return was easy . Hopefully the refund will in my account soon. I do like Sea Salt clothes so I will use them again,3,2026-07-06 19:32:08+00:00,Trustpilot,ordering easy dress delivered fairly quickly sadly dress unsuitable due large arm hole even tried knew unsuitable looked peculiar shape return easy hopefully refund account soon like sea salt clothes use
Boohoo,Fast Fashion,First time returning a parcel to Boohoo…,First time returning a parcel to Boohoo and with Kai's help it seems easy enough. Thanks for the advice Kai. You were very helpful.,5,2026-07-06 19:25:13+00:00,Trustpilot,first time returning parcel boohoo kais help seems easy enough thanks advice kai helpful
Seasalt Cornwall,Ethical Fashion,Friendly staff,"Friendly staff, love the styles, fit & linen collection.",5,2026-07-06 19:21:38+00:00,Trustpilot,friendly staff love style fit linen collection
ASOS,Fast Fashion,So I saw a great deal on the latest…,"So I saw a great deal on the latest Asics running trainers that I'd been looking for for a good while. It was cheaper than last seasons, and £20 cheaper than everywhere else. I read some reviews and was sceptical, but it was a great deal. The delivery was originally set for Thursday, but I got an email saying they hadn't forgot about me but there was a slight delay, and it would now be Monday. I still give 5 stars as arrived on Monday. Great product, price, communication and service on this purchase.",5,2026-07-06 19:07:48+00:00,Trustpilot,saw great deal latest asics running trainer id looking good cheaper last season cheaper everywhere else read review sceptical great deal delivery originally set thursday got email saying hadnt forgot slight delay would monday still give star arrived monday great product price communication service purchase
ASOS,Fast Fashion,Dreadful,"This is the first and last time I will be using this company. They sold me an out of stock item, initially taking my money with a 10 day refund time. Delivery took over a week. I've been bombarded with emails and they are telling me I signed up for the Premier Service, which I didn't and trying to take more money, after telling me it can't be cancelled.  Awful customer experience.",1,2026-07-06 19:04:45+00:00,Trustpilot,first last time using company sold stock item initially taking money day refund time delivery took week ive bombarded email telling signed premier service didnt trying take money telling cant cancelled awful customer experience
Seasalt Cornwall,Ethical Fashion,Quality product,"Items as advertised, prompt delivery and high quality product as always.",5,2026-07-06 18:56:37+00:00,Trustpilot,item advertised prompt delivery high quality product always
Seasalt Cornwall,Ethical Fashion,Bought a linen dress online in the…,"Bought a linen dress  online in the sale, unfortunately,it didn't fit as I expected so I returned it to my local branch. I was pleased to buy another style in a beautiful blue shade in a different simple shape which was very flattering. Refund and repurchase was very straightforward. The quality of linen in both is a lovely weight- very pleased.",5,2026-07-06 18:56:00+00:00,Trustpilot,bought linen dress online sale unfortunatelyit didnt fit expected returned local branch pleased buy another style beautiful blue shade different simple shape flattering refund repurchase straightforward quality linen lovely weight pleased
Seasalt Cornwall,Ethical Fashion,Lovely products,"Lovely products, delivered quickly in fully recyclable packaging.",5,2026-07-06 18:52:23+00:00,Trustpilot,lovely product delivered quickly fully recyclable packaging
Seasalt Cornwall,Ethical Fashion,Superb customer service,I love shopping with Seasalt. Very clear website. Lovely fabrics and superb customer service.,5,2026-07-06 18:47:56+00:00,Trustpilot,love shopping seasalt clear website lovely fabric superb customer service
Seasalt Cornwall,Ethical Fashion,I like your styles,"I like your styles. I bought a couple of dresses last year, but I lost weight, now I can buy a few new ones.",4,2026-07-06 18:47:04+00:00,Trustpilot,like style bought couple dress last year lost weight buy new one
Seasalt Cornwall,Ethical Fashion,Good shape & fabric but ….,Nice not too thin fabric for summer.  Colour (mauve) a bit dull and the length is so granny ish that I am spending £28 to shorten. Ridiculous.   Simple style which is good for me.,4,2026-07-06 18:45:21+00:00,Trustpilot,nice thin fabric summer colour mauve bit dull length granny ish spending shorten ridiculous simple style good
Seasalt Cornwall,Ethical Fashion,There is always a warm welcome from the…,"There is always a warm welcome from the assistants in the shop. They are helpful and approachable and go out of their way to help, checking on the computer if a style is not on the hangers. The store is well laid out. The merchantise is beautifully arranged. It is a lovely shopping experience.",5,2026-07-06 18:41:52+00:00,Trustpilot,always warm welcome assistant shop helpful approachable go way help checking computer style hanger store well laid merchantise beautifully arranged lovely shopping experience
Seasalt Cornwall,Ethical Fashion,Easy to order exactly what I wanted for…,Easy to order exactly what I wanted for my sisters birthday. Good value. My sister loves it.,5,2026-07-06 18:25:13+00:00,Trustpilot,easy order exactly wanted sister birthday good value sister love
Seasalt Cornwall,Ethical Fashion,Love the product,Love the product Customer service were very helpful and efficient when I had a problem,4,2026-07-06 18:13:14+00:00,Trustpilot,love product customer service helpful efficient problem
Seasalt Cornwall,Ethical Fashion,Love Seasalt,Love Seasalt. Excellent service 👏,5,2026-07-06 17:47:45+00:00,Trustpilot,love seasalt excellent service
Seasalt Cornwall,Ethical Fashion,On time delivery,"On time delivery. Great T shirts, brilliant quality",5,2026-07-06 17:42:39+00:00,Trustpilot,time delivery great shirt brilliant quality
Seasalt Cornwall,Ethical Fashion,Lovely friendly staff,"Lovely friendly staff, very helpful and pleasant in my local store in Morpeth. Always available to give honest opinions regarding size and suitability etc. It is a pleasure to chat to them Love going in to browse and buy!!",5,2026-07-06 17:40:34+00:00,Trustpilot,lovely friendly staff helpful pleasant local store morpeth always available give honest opinion regarding size suitability etc pleasure chat love going browse buy
Seasalt Cornwall,Ethical Fashion,Good quality,Love the quality and design,5,2026-07-06 17:38:23+00:00,Trustpilot,love quality design
Seasalt Cornwall,Ethical Fashion,I chose a lovely necklace,"I chose a lovely necklace, and it was indeed beautiful, understated and elegant. Delivered quickly. I am very happy with my purchase!",5,2026-07-06 17:36:38+00:00,Trustpilot,chose lovely necklace indeed beautiful understated elegant delivered quickly happy purchase
Seasalt Cornwall,Ethical Fashion,Excellent British company,"Excellent British company!  Great products, delivery and customer service!! Highly recommend",5,2026-07-06 17:33:51+00:00,Trustpilot,excellent british company great product delivery customer service highly recommend
Seasalt Cornwall,Ethical Fashion,The quality of the items is good and the colour is lovely,The quality of the items is good and the colour lovely. Like a previous reviewer I found them a little on the big side but I will do as she has and put some elastic in the back.,5,2026-07-06 17:33:40+00:00,Trustpilot,quality item good colour lovely like previous reviewer found little big side put elastic back
Seasalt Cornwall,Ethical Fashion,Not Seasalt fault but I still haven't…,"Not Seasalt fault but I still haven't received my purchase Just to clarify no blame for Seasalt, their customer service has contacted me and will help me if not received within next 48hrs. This is Royal mail fault!",3,2026-07-06 17:30:09+00:00,Trustpilot,seasalt fault still havent received purchase clarify blame seasalt customer service contacted help received within next hr royal mail fault
Seasalt Cornwall,Ethical Fashion,Love Seasalt and is my favourite store,Love Seasalt and is my favourite store.  In store the staff always friendly and make it a pleasure to shop. Quality excellent and easy to make an order online.,5,2026-07-06 17:27:39+00:00,Trustpilot,love seasalt favourite store store staff always friendly make pleasure shop quality excellent easy make order online
Missguided,Fast Fashion,DO NOT BUY FROM THIS COMPANY!,"I placed an order a few months ago but was disappointed with the poor quality of the items, so I contacted customer services to arrange a return. I was required to pay an additional £6 to return the goods. At no point was I advised that I needed to obtain or retain a tracking number. After several weeks without any acknowledgement that my return had been received or my refund processed, I contacted them to chase an update. I was then told that no refund would be issued unless I could provide a tracking number—which I no longer had, as I had never been instructed to keep one. Despite months of back-and-forth communication, I have still not received a refund, nor have the returned items been sent back to me. Extremely poor customer service and a complete lack of accountability. I am now out of pocket for both the order and the return postage. Avoid.",1,2026-07-06 17:22:55+00:00,Trustpilot,placed order month ago disappointed poor quality item contacted customer service arrange return required pay additional return good point advised needed obtain retain tracking number several week without acknowledgement return received refund processed contacted chase update told refund would issued unless could provide tracking numberwhich longer never instructed keep one despite month backandforth communication still received refund returned item sent back extremely poor customer service complete lack accountability pocket order return postage avoid
Seasalt Cornwall,Ethical Fashion,Nice items,"Nice items, prompt delivery. Thanks!",5,2026-07-06 17:10:06+00:00,Trustpilot,nice item prompt delivery thanks
Seasalt Cornwall,Ethical Fashion,sale,"the order came quick, great quality items at a great sale price.",5,2026-07-06 17:03:37+00:00,Trustpilot,order came quick great quality item great sale price
Seasalt Cornwall,Ethical Fashion,love my new dresses,"I ordered four, lovely dresses in the sale.  Really pleased with the quality and fit (I found the size finder on the website really helpful). Delivery and eco packaging really good too.",5,2026-07-06 17:01:52+00:00,Trustpilot,ordered four lovely dress sale really pleased quality fit found size finder website really helpful delivery eco packaging really good
ASOS,Fast Fashion,Super fed up with ASOS customer service…,"Super fed up with ASOS customer service. Been using them for over a decade, love the clothes and the convience but whenever there is a problem, they do nothing to help. Latest problem was, I was charged delivery when I just renewed my premier status. Asked for a refund and was told no. I am a tier 4 A Lister and apparently customer loyalty means nothing.",1,2026-07-06 16:53:07+00:00,Trustpilot,super fed asos customer service using decade love clothes convience whenever problem nothing help latest problem charged delivery renewed premier status asked refund told tier lister apparently customer loyalty mean nothing
Seasalt Cornwall,Ethical Fashion,In this hot weather I really needed a…,In this hot weather I really needed a stylish linen shirt to keep me cool -  just loved the colour too. Great quality linen and it arrived very quickly Very happy with my purchase -  Thank You Sea Salt!,5,2026-07-06 16:45:46+00:00,Trustpilot,hot weather really needed stylish linen shirt keep cool loved colour great quality linen arrived quickly happy purchase thank sea salt
Seasalt Cornwall,Ethical Fashion,The jumpsuit is well-made,The jumpsuit is well-made. The fabric is light and cool. I usually get size 10 from Sea Salt and found this quite roomy. There is room to wear a t shirt or vest underneath if required. I'm 5ft 7in and it is just about ankle length on me. The v back gives a feminine touch and the lilac colour is very pretty. Delivery was quick.,5,2026-07-06 16:24:07+00:00,Trustpilot,jumpsuit wellmade fabric light cool usually get size sea salt found quite roomy room wear shirt vest underneath required im ft ankle length v back give feminine touch lilac colour pretty delivery quick
Seasalt Cornwall,Ethical Fashion,Love the clothes,"Love the clothes, a bit pricey though",5,2026-07-06 16:23:44+00:00,Trustpilot,love clothes bit pricey though
Seasalt Cornwall,Ethical Fashion,Good company to order from all round,Good company to order from all round . Quality and service excellent .,5,2026-07-06 16:23:01+00:00,Trustpilot,good company order round quality service excellent
Seasalt Cornwall,Ethical Fashion,Excellent site,"Excellent site, good quality garments, good communications.",5,2026-07-06 16:15:44+00:00,Trustpilot,excellent site good quality garment good communication
Seasalt Cornwall,Ethical Fashion,Problem processing a return online.,Problem processing a return online. Contacted customer services - person I dealt with was extremely helpful & the issue was sorted quickly & efficiently. Brilliant!,5,2026-07-06 16:11:33+00:00,Trustpilot,problem processing return online contacted customer service person dealt extremely helpful issue sorted quickly efficiently brilliant
Seasalt Cornwall,Ethical Fashion,Beautiful dress unfortunately i had to…,Beautiful dress unfortunately i had to return im 5’ 4 and they were too long however the style and pattern were lovely,5,2026-07-06 16:09:49+00:00,Trustpilot,beautiful dress unfortunately return im long however style pattern lovely
Rapanui,Ethical Fashion,Incomplete address on first delivery,"Incomplete address on first delivery,  returned to sender,  Incomplete address on second delivery,  returned to sender,  second delivery was exchange for wrong size socks,  now waiting for delivery!",1,2026-07-06 15:53:32+00:00,Trustpilot,incomplete address first delivery returned sender incomplete address second delivery returned sender second delivery exchange wrong size sock waiting delivery
Seasalt Cornwall,Ethical Fashion,Easy to order,"Easy to order, delivery quick. The dress is lovely and fits perfectly. I know it will be very useful and worn a lot.",5,2026-07-06 15:53:31+00:00,Trustpilot,easy order delivery quick dress lovely fit perfectly know useful worn lot
Seasalt Cornwall,Ethical Fashion,Easy ordering arrived within 3 days of…,"Easy ordering arrived within 3 days of ordering, sent one item back and was refunded next day, brilliant",5,2026-07-06 15:51:36+00:00,Trustpilot,easy ordering arrived within day ordering sent one item back refunded next day brilliant
Seasalt Cornwall,Ethical Fashion,As always another great service by…,"As always another great service by Seasalt. Parcel arrived on time, was well packed and the customer service ladies are so helpful.",5,2026-07-06 15:46:31+00:00,Trustpilot,always another great service seasalt parcel arrived time well packed customer service lady helpful
Seasalt Cornwall,Ethical Fashion,Quality choices in multiple sizes…,Quality choices in multiple sizes simple to order. Speedy informative delivery. Clothes & fabrics that make you feel fabulous,5,2026-07-06 15:43:16+00:00,Trustpilot,quality choice multiple size simple order speedy informative delivery clothes fabric make feel fabulous
Seasalt Cornwall,Ethical Fashion,Good quality clothes and customer…,Good quality clothes and customer service is very good.,5,2026-07-06 15:39:50+00:00,Trustpilot,good quality clothes customer service good
Seasalt Cornwall,Ethical Fashion,I love the styles and fabrics and know…,I love the styles and fabrics and know I can always find something to suit me.,5,2026-07-06 15:32:58+00:00,Trustpilot,love style fabric know always find something suit
Seasalt Cornwall,Ethical Fashion,Online order,"Ordered some items online, all despatched quickly and received in good order thanks",5,2026-07-06 15:30:15+00:00,Trustpilot,ordered item online despatched quickly received good order thanks
Seasalt Cornwall,Ethical Fashion,The clothes are good quality,"The clothes are good quality, packaging is green.  Service good.",5,2026-07-06 15:26:44+00:00,Trustpilot,clothes good quality packaging green service good
Seasalt Cornwall,Ethical Fashion,Great products and quick delivery,Great products and quick delivery,5,2026-07-06 15:23:34+00:00,Trustpilot,great product quick delivery
Seasalt Cornwall,Ethical Fashion,Prompt delivery,Prompt delivery. Very easy to wear dress.,5,2026-07-06 15:20:45+00:00,Trustpilot,prompt delivery easy wear dress
Seasalt Cornwall,Ethical Fashion,Summer top,Item was value for money. Delivery was a little slower than expected these days compared to other companies.,5,2026-07-06 15:20:42+00:00,Trustpilot,item value money delivery little slower expected day compared company
Seasalt Cornwall,Ethical Fashion,Shopping with seasalt us always di…,Shopping with seasalt us always di straight forward. Even tho the item did not suit me returns a refund was seamless - thanks.,5,2026-07-06 15:18:06+00:00,Trustpilot,shopping seasalt u always di straight forward even tho item suit return refund seamless thanks
Seasalt Cornwall,Ethical Fashion,Great Company!,Very quick delivery and communication is very good.,5,2026-07-06 15:16:39+00:00,Trustpilot,quick delivery communication good
Seasalt Cornwall,Ethical Fashion,Efficient customer service,"Ordering online is straightforward. Received order in two batches and had a moment of panic that I hadn't received everyything. Phone call to Seasalt was answered after a few rings - didn't have to go through millions of options - by a cheerful and helpful person in Cornwall who put my mind at ease. I regrettably returned most items due to sizing issues. I feel the quality of the cotton knit dresses is not as good as it has been in the past. Returns process easy, refund quick.",4,2026-07-06 15:09:50+00:00,Trustpilot,ordering online straightforward received order two batch moment panic hadnt received everyything phone call seasalt answered ring didnt go million option cheerful helpful person cornwall put mind ease regrettably returned item due sizing issue feel quality cotton knit dress good past return process easy refund quick
Seasalt Cornwall,Ethical Fashion,Good quality …,Always good to and exceptionally helpful and friendly!,5,2026-07-06 15:09:27+00:00,Trustpilot,always good exceptionally helpful friendly
Seasalt Cornwall,Ethical Fashion,"Easy to,order well informed where my…","Easy to,order well informed where my parcel was delivered on time. Items excellent as. Expected",5,2026-07-06 15:08:38+00:00,Trustpilot,easy toorder well informed parcel delivered time item excellent expected
Seasalt Cornwall,Ethical Fashion,Use this company.,The products are always of a high quality material and fit true to size.,5,2026-07-06 15:05:21+00:00,Trustpilot,product always high quality material fit true size
Boohoo,Fast Fashion,Kai was extremely helpful and put my…,"Kai was extremely helpful and put my mind at rest as my parcel has still not been delivered by the courier and Kai has left me with a resolution which I am extremely happy with. The service/responses were super quick too and they could not have been more helpful, thank you so much!",5,2026-07-06 15:04:43+00:00,Trustpilot,kai extremely helpful put mind rest parcel still delivered courier kai left resolution extremely happy serviceresponses super quick could helpful thank much
Seasalt Cornwall,Ethical Fashion,Online experience seamless,Online experience seamless.  Product excellent quality. Will definitely reorder in the future.,5,2026-07-06 15:03:42+00:00,Trustpilot,online experience seamless product excellent quality definitely reorder future
Seasalt Cornwall,Ethical Fashion,Gorgeous jumpsuits.,"Great sale with lots of variety.  Good website and communication, fast delivery and quality clothes.",5,2026-07-06 14:59:58+00:00,Trustpilot,great sale lot variety good website communication fast delivery quality clothes
Seasalt Cornwall,Ethical Fashion,Good product seamless service,Good product seamless service,5,2026-07-06 14:57:37+00:00,Trustpilot,good product seamless service
Seasalt Cornwall,Ethical Fashion,Good delivery and great products,Good delivery and great products! Loved both dresses!,5,2026-07-06 14:52:23+00:00,Trustpilot,good delivery great product loved dress
Seasalt Cornwall,Ethical Fashion,"Good quality, long lasting garments.",Lovely choice of well made styles. Generally the size I select fits well.,5,2026-07-06 14:52:19+00:00,Trustpilot,lovely choice well made style generally size select fit well
Seasalt Cornwall,Ethical Fashion,Very clear website to use,"Very clear website to use, ordering is easy, email communication is good and my purchases always well packaged and delivered on the expected date",5,2026-07-06 14:50:29+00:00,Trustpilot,clear website use ordering easy email communication good purchase always well packaged delivered expected date
Seasalt Cornwall,Ethical Fashion,Made an online order,Made an online order. Very pleased sent very quickly and didn’t have to pay postage. Thank you,5,2026-07-06 14:50:22+00:00,Trustpilot,made online order pleased sent quickly didnt pay postage thank
Seasalt Cornwall,Ethical Fashion,The online purchases were great,"The online purchases were great, but unfortunately one of the items was too small (it was in a 2 for £40 deal) so I took it back to the store in Ilkey, to exchange it for an item in the same deal. They refunded me the deal price, but wouldn't let me exchange it for another item in the same deal. I thought this would be a like for like exchange!!!!.",3,2026-07-06 14:44:16+00:00,Trustpilot,online purchase great unfortunately one item small deal took back store ilkey exchange item deal refunded deal price wouldnt let exchange another item deal thought would like like exchange
Seasalt Cornwall,Ethical Fashion,Bought online in the sale,Bought online in the sale. Loved the vibrant colour of the dress but disappointed with the quality of the material. Not what I’ve grown to expect from Seasalt.,3,2026-07-06 14:43:18+00:00,Trustpilot,bought online sale loved vibrant colour dress disappointed quality material ive grown expect seasalt
Seasalt Cornwall,Ethical Fashion,Easy online ordering and pickup locally,"Easy ordering online and local pick up in store, worked really well - lovely sale item at a great price!",5,2026-07-06 14:41:35+00:00,Trustpilot,easy ordering online local pick store worked really well lovely sale item great price
Seasalt Cornwall,Ethical Fashion,Nice dress good quality in a loose fit style…,"Very nice dress reasonable heavy material, I went for 18 as I'm 16-18 but I think actually I could have gone for the 16 as it's quite a full loose fitting dress.",5,2026-07-06 14:39:06+00:00,Trustpilot,nice dress reasonable heavy material went im think actually could gone quite full loose fitting dress
Boohoo,Fast Fashion,Paying but not receiving goods,"My order was delivered in several packages. One of them was not delivered but they say through sending pictures of the other packages that it was delivered. So ended up in paying for something I have not received. The support is not working well either. Difficult to reach, long answers no personal contact. Sorry that my first delivery from them was so bad. Will keep myself away from this company.",1,2026-07-06 14:38:16+00:00,Trustpilot,order delivered several package one delivered say sending picture package delivered ended paying something received support working well either difficult reach long answer personal contact sorry first delivery bad keep away company
Seasalt Cornwall,Ethical Fashion,Speedy delivery of item,Speedy delivery of item,4,2026-07-06 14:34:04+00:00,Trustpilot,speedy delivery item
Seasalt Cornwall,Ethical Fashion,I bought Veronica dress and I liked it…,I bought Veronica dress and I liked it so much I went to my local shop and bought Pier View which is just as lovely. I’m going to be sticking to only Seasalt  in future as previous dresses have been just as excellent and wash and wear very well indeed,5,2026-07-06 14:29:39+00:00,Trustpilot,bought veronica dress liked much went local shop bought pier view lovely im going sticking seasalt future previous dress excellent wash wear well indeed
ASOS,Fast Fashion,AVOID AVOID AVOID!!!,"Appauling, non existent customer 'service'. O/N 1055137497 9 items ordered only 8 delivered. Customer service just keeps ending the online chat!!! AVOID ASOS, AVOID AVOID AVOID!!!",1,2026-07-06 14:29:27+00:00,Trustpilot,appauling non existent customer service item ordered delivered customer service keep ending online chat avoid asos avoid avoid avoid
Seasalt Cornwall,Ethical Fashion,I have some sea salt dresses always a…,I have some sea salt dresses always a good fit and very comfortable always pleased with them,5,2026-07-06 14:26:22+00:00,Trustpilot,sea salt dress always good fit comfortable always pleased
Seasalt Cornwall,Ethical Fashion,Items all fit well and are good…,Items all fit well and are good quality. Delivery in separate parcels which do not arrive on the dates advised not so good.,5,2026-07-06 14:24:33+00:00,Trustpilot,item fit well good quality delivery separate parcel arrive date advised good
Seasalt Cornwall,Ethical Fashion,Purchased several items in the passed…,Purchased several items in the passed always been satisfied with my purchased.Fast delivery.,4,2026-07-06 14:22:37+00:00,Trustpilot,purchased several item passed always satisfied purchasedfast delivery
Seasalt Cornwall,Ethical Fashion,Easy to shop online,"Easy to shop online, brilliant goods, always well packaged",5,2026-07-06 14:20:33+00:00,Trustpilot,easy shop online brilliant good always well packaged
Seasalt Cornwall,Ethical Fashion,Good quality cotton clothes.,Good quality cotton clothes.,5,2026-07-06 14:18:36+00:00,Trustpilot,good quality cotton clothes
ASOS,Fast Fashion,Thieves?,ASOS have mysterious charges over and above postage costs. When challenged they promise to refund but never do. AVOID!!,1,2026-07-06 14:15:17+00:00,Trustpilot,asos mysterious charge postage cost challenged promise refund never avoid
Seasalt Cornwall,Ethical Fashion,Great item,"Great item, sent quickly.",5,2026-07-06 14:14:50+00:00,Trustpilot,great item sent quickly
Seasalt Cornwall,Ethical Fashion,Fast reliable and super easy returns,Fast reliable and super easy returns,5,2026-07-06 14:13:55+00:00,Trustpilot,fast reliable super easy return
Seasalt Cornwall,Ethical Fashion,Lovely material and great that they…,Lovely material and great that they have pockets,5,2026-07-06 14:10:42+00:00,Trustpilot,lovely material great pocket
Seasalt Cornwall,Ethical Fashion,"Website was easy to navigate,there were…","Website was easy to navigate,there were plenty of pictures of the item I was interested in buying and the size guide was very useful. My order was sent out promptly and well packaged and the Tee Shirt was good quality.",5,2026-07-06 14:10:13+00:00,Trustpilot,website easy navigatethere plenty picture item interested buying size guide useful order sent promptly well packaged tee shirt good quality
Seasalt Cornwall,Ethical Fashion,I eventually bought another dress!,"I bought 1 top, returned it. I bought 2 tops and returned them! Finally I bought another dress instead,  which is perfect. You allowed me to dither! Thank you so much.",5,2026-07-06 14:10:12+00:00,Trustpilot,bought top returned bought top returned finally bought another dress instead perfect allowed dither thank much
Seasalt Cornwall,Ethical Fashion,Daisy Dress,"Easy ordering and delivered.within 3/4 days. I do like and favour Seasalt clothes, quality always good and sizing fairly OK.",5,2026-07-06 14:06:33+00:00,Trustpilot,easy ordering deliveredwithin day like favour seasalt clothes quality always good sizing fairly ok
Seasalt Cornwall,Ethical Fashion,Efficient service,Very fast delivery and when I had to return the garment as it didn’t suit me the refund was back in my account very quickly.,5,2026-07-06 14:04:42+00:00,Trustpilot,fast delivery return garment didnt suit refund back account quickly
ASOS,Fast Fashion,Shocking company,"Shocking company, all your consumer rights are out the window when it comes to ASOS. Even after waiting their 10 day return policy I’ve spent 3 hours on ‘online chat’ to multiple people who won’t give me a definitive answer to when or if I’ll ever get my money back! They should be shut down. Why on earth some of these big brand still want to work with this company is beyond me! AVOID AVOID AVOID.",1,2026-07-06 13:52:20+00:00,Trustpilot,shocking company consumer right window come asos even waiting day return policy ive spent hour online chat multiple people wont give definitive answer ill ever get money back shut earth big brand still want work company beyond avoid avoid avoid
